tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Establecimiento dependiente de una Administracion Publica,Publica,177,Villanueva del Pardillo,PLAZA Mayor 1  ,PLAZA,Mayor,1,,,28229,AYUNTAMIENTO VILLANUEVA DEL PARDILLO,418267,4482655,24 H,2018-2
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE del Pintor El Greco 4 1ª ,CALLE,Pintor El Greco,4,1ª,,28040,"HALL JUNTO PERSONAL SEGURIDAD,SG INST.PATRIM.CULTURAL ESPANA CIUDAD UNIVERSITARIA",437676,4476983,24 H,2018-49
Centro educativo,Publica,176,Villanueva de la Cañada,AVDA de la Rioja 14 BAJA ,AVDA,Rioja,14,BAJA,,28691,JUNTO A ENFERMERIA CEIPSO MARIA MOLINER,415313,4476848,,2018-119
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,127,Las Rozas de Madrid,AVDA Nuestra Senora del Retamar 16  ,AVDA,Nuestra Senora del Retamar,16,,,28232,EB SERVICIO MEDICO. ZOPNA PISTA DE ATLETISMO. POLIDEPORTIVO MUNICIPAL DEHESA DE NAVALCARBON. AYTO. LAS ROZAS,424644,4484405,DE 8 A 22:30,2017-357
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,127,Las Rozas de Madrid,CALLE Wisteria 7  ,CALLE,Wisteria,7,,,28232,EN SERVICIO MEDICO DE CENTRO MUNICIPAL DE RUGBY AYUNTAMIENTO DE LAS ROZAS,421603,4485771,,2017-358
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,CTRA de Villaverde a Vallecas 19  ,CTRA,Villaverde a Vallecas,19,,,28041,CENTRO DEPORTIVO MUNICIPAL EL ESPINILLO PASILLO DEL HALL. AYTO. MADRID,441676,4467531,,2018-16
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,CALLE de la Infanta Mercedes 31 4ª ,CALLE,Infanta Mercedes,31,4ª,,28020,AGENCIA DE INFORMACION Y CONTROL ALIMENTARIOS ,440738,4478477,L A V DE 7 A 20,2018-56
Establecimiento dependiente de una Administracion Publica,Publica,049,Coslada,CALLE de Velazquez 6  ,CALLE,Velazquez,6,,,28821,CENTRO DE MAYORES PRIMAVERA. AYUNTAMIENTO COSLADA EN EL PASILLO,452105,4474861,L A V DE 10 A 21. S Y D DE 10 A 14 Y DE 16:30 A 20:30,2017-226
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE del Sacramento 3-5  ,CALLE,Sacramento,3-5,,,28005,PUESTO DE CONTROL DE SEGURIDAD ENTRADA C/ ROLLO INSTALADO EN C/SACRAMENTO 3,439672,4474005,DE 8 A 17,2017-327
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,127,Las Rozas de Madrid,AVDA Nuestra Senora del Retamar 16  ,AVDA,Nuestra Senora del Retamar,16,,,28232,SERVICIO MEDICO DE POLIDEPORTIVO MUNICIPAL DEHESA DE NAVALCARBON AYUNTAMIENTO DE LAS ROZAS,424667,4484525,8 A 22:30,2017-354
Centro educativo,Publica,005,Alcala de Henares,CALLE Luis Vives 18  ,CALLE,Luis Vives,18,,,28803,CEIP LUIS VIVES EN EL EDIFICIO PRINCIPAL,468804,4480473,,2017-403
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,CALLE de Santa Pola 22  ,CALLE,Santa Pola,22,,,28008,CENTRO DEPORTIVO MUNICIPAL JOSEFA Mª CAGIGAL HALL DE ENTRADA. AYTO. MADRID,437487,4475984,,2018-47
Otros,Publica,006,Alcobendas,CTRA de Barajas km1  ,CTRA,Barajas,km1,,,,PARQUE DE BOMBEROS DE ALCOBENDAS INSTALADO EN VEHICULO DE INTERVENCION,447447,4487324,24H,2018-181
Otros,Publica,008,Aldea del Fresno,CTRA M-507 (Navalcarnero-Cadalso) KM16  ,CTRA,M-507 (Navalcarnero-Cadalso),KM16,,,28620,PARQUE DE BOMBEROS DE ALDEA DEL FRESNO INSTALADO EN VEHICULO DE INTERVENCION,398858,4463898,24H,2018-182
Otros,Publica,008,Aldea del Fresno,CALLE PARQUE DE BOMBEROS DE ALDEA DEL FRESNO KM16  ,CALLE,PARQUE DE BOMBEROS DE ALDEA DEL FRESNO,KM16,,,,INSTALADO EN VEHICULO DE INTERVENCION,398858,4463898,24 H,2018-183
Otros,Publica,013,Aranjuez,PASEO de Deleite 7  ,PASEO,Deleite,7,,,28300,PARQUE DE BOMBEROS DE ARANJUEZ INSTALADO EN VEHICULO DE INTERVENCION,447780,4430740,24H,2018-184
Otros,Publica,014,Arganda del Rey,"CALLE PARQUE DE BOMBEROS DE ARGANDA DEL REY km22,5  ",CALLE,PARQUE DE BOMBEROS DE ARGANDA DEL REY,"km22,5",,,,INSTALADO EN VEHICULO DE INTERVENCION,458212,4462617,24H,2018-186
Otros,Publica,047,Collado Villalba,CALLE PARQUE DE BOMBEROSD E COLLADO VILLALBA km0.8  ,CALLE,PARQUE DE BOMBEROSD E COLLADO VILLALBA,km0.8,,,,INSTALADO EN VEHICULO DE INTERVENCION,415062,4499427,24H,2018-188
Otros,Publica,047,Collado Villalba,CALLE PARQUE DE BOMBEROS DE COLLADO VILLALBA km0.8  ,CALLE,PARQUE DE BOMBEROS DE COLLADO VILLALBA,km0.8,,,,INSTALADO EN VEHICULO DE INTERVENCION,415062,4499427,,2018-189
Otros,Publica,049,Coslada,AVDA de la Canada   ,AVDA,Canada,,,,,PARQUE DE BOMBEROS DE COSLADA INSTALADO EN VEHICULO DE INTERVENCION,454014,4476713,24H,2018-191
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna KM21.8  ,CTRA,Coruna,KM21.8,,,,SERVICIO SANITARIO CUERPO DE BOMBEROS. EN RESERVA PARA POSIBLES SUSTITUCIONES DE LOS INSTALADOS EN VEHICULOS DE INTERVENCION,425080,4485924,24H,2018-214
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna 21.8  ,CTRA,Coruna,21.8,,,28232,SERVICIO SANITARIO CUERPO DE BOMBEROS. EN RESERVA PARA POSIBLES SUSTITUCIONES DE LOS INSTALADOS EN VEHICULOS DE INTERVENCION,425080,4485924,24H,2018-217
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna KM21.8  ,CTRA,Coruna,KM21.8,,,,SERVICIO SANITARIO CUERPO DE BOMBEROS. EN RESERVA PARA POSIBLES SUSTITUCIONES DE LOS INSTALADOS EN VEHICULOS DE INTERVENCION,425080,4455924,24H,2018-218
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna KM21.8  ,CTRA,Coruna,KM21.8,,,,SERVICIO SANITARIO CUERPO DE BOMBEROS. EN RESERVA PARA POSIBLES SUSTITUCIONES DE LOS INSTALADOS EN VEHICULOS DE INTERVENCION,425080,4485924,24H,2018-220
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna KM21.8  ,CTRA,Coruna,KM21.8,,,,SERVICIO SANITARIO CUERPO DE BOMBEROS. EN RESERVA PARA POSIBLES SUSTITUCIONES DE LOS INSTALADOS EN VEHICULOS DE INTERVENCION,425080,4485924,24H,2018-222
Otros,Publica,148,Torrejon de Ardoz,CALLE Estaciones 0  ,CALLE,Estaciones,0,,,28850,PARQUE DE BOMBEROS DE TORREJON DE ARDOZ INSTALADO EN VEHICULO DE INTERVENCION,458753,4477221,24H,2018-223
Otros,Publica,903,Tres Cantos,CALLE del Fuego   ,CALLE,Fuego,,,,,PARQUE DE BOMBEROS DE TRES CANTOS INSTALADO EN VEHICULO DE INTERVENCION,439121,4496035,24H,2018-225
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PLAZA de la Marina Espanola 9 BAJA ,PLAZA,Marina Espanola,9,BAJA,,28013,CONTROL DE ACCESO POLICIA CENTRO DE ESTUDIOS POLITICOS Y CONSTITUCIONALES,439560,4474692,7.30-20,2018-331
Establecimiento dependiente de una Administracion Publica,Publica,069,La Hiruela,CALLE de Enmedio 2  ,CALLE,Enmedio,2,,,28191,JUNTO A ENTRADA DEL BAR SOCIAL EN ZONA DE ATENCION AL PUBLICA AYUNTAMIENTO DE LA HIRUELA,461786,4547515,10-21,2018-431
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,CTRA de Barajas KM 1.4  ,CTRA,Barajas,KM 1.4,,,,PABELLON DEPORTIVO AMAYA VALDEMORO. EN EL HALL DEL PABELLON AYTO. ALCOBENDAS,447284,4487474,L A D 8-22.30,2018-479
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,CALLE de Francisco Chico Mendes 8  ,CALLE,Francisco Chico Mendes,8,,,28108,PABELLON DEPORTIVO ANTELA PARADA. HALL DE ENTRADA AYTO. ALCOBENDAS,444644,4485951,COMPETICIONES,2018-480
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,CALLE del Bachiller Alonso Lopez 13  ,CALLE,Bachiller Alonso Lopez,13,,,28100,PABELLON DEPORTIVO BACHILLER ALONSO LOPEZ. EN VESTUARIO AYTO. ALCOBENDAS,446300,4488463,L A V 8-22.30,2018-481
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,AVDA de Bruselas 19  ,AVDA,Bruselas,19,,,28109,CENTRO CIVICO ANABEL SEGURA. EN HALL DE ENTRADA AYTO. ALCOBENDAS,446081,4486924,L A V 10-21,2018-482
Otros,Publica,006,Alcobendas,CTRA de Barajas   ,CTRA,Barajas,,,,,PARQUE DE BOMBEROS DE ALCOBENDAS INSTALADO EN VEHICULO DE INTERVENCION,447447,4487324,24H,2018-180
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Agustin de Foxa 31 BAJA ,CALLE,Agustin de Foxa,31,BAJA,,28036,EN EL HALL DE ENTRADA JUNTO A SEGURIDAD AGENCIA MADRILENA DE ATENCION SOCIAL,441975,4480330,7.30-19,2018-257
Establecimiento dependiente de una Administracion Publica,Publica,013,Aranjuez,PLAZA de Parejas s/n  ,PLAZA,Parejas,s/n,,,28300,AREA DE CONTROL DE LA ZONA DE FELIPE II CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL,448059,4432018,,2018-315
Establecimiento dependiente de una Administracion Publica,Publica,131,San Lorenzo de El Escorial,AVDA Juan de Borbon y Battenberg  S/N  ,AVDA,Juan de Borbon y Battenberg, S/N,,,28200,PASILLO DE ACCESO DEL MUSEO DE PINTURA A ARQUITECTURA CONSEJO DE ADMINISTRACION PATRIMONIO NACIONAL,402863,4493941,,2018-317
Establecimiento dependiente de una Administracion Publica,Publica,131,San Lorenzo de El Escorial,AVDA Juan de Borbon y Battenberg S/N  ,AVDA,Juan de Borbon y Battenberg,S/N,,,28200,ENTRADA DE LA BIBLIOTECA CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL,402863,4493941,,2018-318
Establecimiento dependiente de una Administracion Publica,Publica,054,El Escorial,CTRA de M-600 (Guadarrama)   ,CTRA,M-600 (Guadarrama),,,,,"CRA.GUADARRAMA/ESCORIAL VALLE CUELGAMUROS, EN ACCESO A BIBLIOTECA CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL",402150,4499559,,2018-319
Establecimiento dependiente de una Administracion Publica,Publica,059,Fuente el Saz de Jarama,AVDA Julian Sanchez 21 BAJA ,AVDA,Julian Sanchez,21,BAJA,,28140,HALL PABELLON. JUNTO A BOTIQUIN AYTO. FUENTE EL SAZ DE JARAMA,456317,4497703,L A V 8-22 FESTIVOS 9-22,2018-330
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,CALLE Estacion 2  ,CALLE,Estacion,2,,,28224,BIBLIOTECA ROSALIA DE CASTRO AYTO POZUELO DE ALARCON,432176,4477655,,2018-366
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,CALLE CENTRO ESPACIO OCIO 9  B,CALLE,CENTRO ESPACIO OCIO,9,,B,,AYTO. POZUELO DE ALARCON,431211,4477924,,2018-367
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,AVDA Juan XXIII 2  ,AVDA,Juan XXIII,2,,,28224,CENTRO DE MAYORES PRADOS DE TORREJON AYTO. POZUELO DE ALARCON,431885,4477861,,2018-368
Otros,Publica,079,Madrid,CALLE FARO DE LA MONCLOA 2 BAJA ,CALLE,FARO DE LA MONCLOA,2,BAJA,,,MADRID DESTINO CULTURA TURISMO Y NEGOCIO SA,438792,4476547,24H,2018-421
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,PASEO de la Chopera 14  ,PASEO,Chopera,14,,,28045,MATADERO MADRID. CENTRAL DE INSTALACIONES. CENTRO DE CONTROL SEGURIDAD. MADRID DESTINO CULTURAL TURISMO Y NEGOCIO,440818,4471543,24H,2018-423
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CMNO de Perales 23 0 ,CMNO,Perales,23,0,,28041,CAJA MAGICA ESTADIO 1 ZONA SUR-ESTE. PLANTA 0 NORTE ASCENSORES MADRID DESTINO CULTURA TURISMO Y NEGOCIOS,441820,4468852,24 H,2018-433
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,AVDA Olimpica 14  ,AVDA,Olimpica,14,,,28108,EDIFICIO MUNICIPAL LA ESFERA. HALL DE ENTRADA AYTO. ALCOBENDAS,446447,4487557,L A S 9.30-22.45 D -15.45,2018-483
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,PASEO de la Chopera 59  ,PASEO,Chopera,59,,,28100,CENTRO CIVICO PABLO IGLESIAS. EN VESTIBULO PRINCIPAL AYTO. ALCOBENDAS,445435,4488254,L A V 9-21,2018-494
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,CALLE de la Felicidad 0  ,CALLE,Felicidad,0,,,28100,CAMPOS DE FUTBOL FUENTELUCHA. EN VESTUARIO AYTO. ALCOBENDAS,444225,4489038,COMPETICIONES,2018-495
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,CALLE Francisco Largo Caballero 0  ,CALLE,Francisco Largo Caballero,0,,,28100,CAMPOS DE FUTBOL MARIO SUAREZ. EN LOCAL SOCIAL AYTO. ALCOBENDAS,445301,4489437,COMPETICIONES,2018-497
Establecimiento dependiente de una Administracion Publica,Publica,006,Alcobendas,CALLE del Nardo 101  ,CALLE,Nardo,101,,,28109,CAMPO DE RUGBY LAS TERRAZAS. EN VESTUARIO AYTO. ALCOBENDAS,446028,4486716,COMPETICIONES,2018-498
Otros,Publica,005,Alcala de Henares,CALLE Ruperto Chapi   ,CALLE,Ruperto Chapi,,,,28806,PARQUE DE BOMBEROS DE ALCALA DE HENARES INSTALADO EN VEHICULO DE INTERVENCION,467444,4482051,24 H,2018-178
Otros,Publica,005,Alcala de Henares,CALLE Ruperto Chapi   ,CALLE,Ruperto Chapi,,,,28806,PARQUE DE BOMBEROS DE ALCALA DE HENARES INSTALADO EN VEHICULO DE INTERVENCION,467444,4482051,24 H,2018-179
Otros,Publica,093,Navacerrada,CTRA de la Barranca   ,CTRA,Barranca,,,,28491,PARQUE DE BOMBEROS DE NAVACERRADA INSTALADO EN VEHICULO DE INTERVENCION,415202,4510426,24H,2018-205
Otros,Publica,106,Parla,CMNO de la Cantuena 12  ,CMNO,Cantuena,12,,,,PARQUE DE BOMBEROS DE PARLA INSTALADO EN VEHICULO DE INTERVENCION,435286,4455486,24H,2018-206
Otros,Publica,115,Pozuelo de Alarcon,PASEO del Rio 2  ,PASEO,Rio,2,,,28223,PARQUE DE BOMBEROS DE POZUELO DE ALARCON INSTALADO EN VEHICULO DE INTERVENCION,431732,4474967,24H,2018-209
Otros,Publica,133,San Martin de Valdeiglesias,CTRA de M-501 (Alcorcon-Plasencia) KM55  ,CTRA,M-501 (Alcorcon-Plasencia),KM55,,,28680,PAQUE DE BOMBEROS DE SAN MARTIN DE VALDEIGLESIAS INSTALADO EN VEHICULO DE INTERVENCION,383118,4468413,24H,2018-210
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna KM21.8  ,CTRA,Coruna,KM21.8,,,,SERVICIO SANITARIO CUERPO DE BOMBEROS. EN RESERVA PARA POSIBLES SUSTITUCIONES DE LOS INSTALADOS EN VEHICULOS DE INTERVENCION,425080,4485924,24H,2018-213
Otros,Publica,161,Valdemoro,CALLE Gaspar Bravo de Sobremonte 3  ,CALLE,Gaspar Bravo de Sobremonte,3,,,28341,PARQUE DE BOMBEROS DE VALDEMORO INSTALADO EN VEHICULO DE INTERVENCION,442970,4447320,24H,2018-227
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Juan del Rosal 2  ,CALLE,Juan del Rosal,2,,,28040,JUNTO AL PUESTO DEL VIGILANTE DE SEGURIDAD CENTRO DE ESTUDIOS JURIDICOS,438007,4478207,7-20.30,2018-262
Otros,Publica,054,El Escorial,CTRA M-505 (Madrid) km28  ,CTRA,M-505 (Madrid),km28,,,,PARQUE DE BOMBEROS DE EL ESCORIAL INSTALADO EN VEHICULO DE INTERVENCION,404605,4492542,24H,2018-192
Otros,Publica,054,El Escorial,CTRA M-505 (Madrid) KM28  ,CTRA,M-505 (Madrid),KM28,,,,PARQUE DE BOMBEROS DE EL ESCORIAL INSTALADO EN VEHICULO DE INTERVENCION,404605,4492542,24H,2018-194
Otros,Publica,065,Getafe,CALLE La Cieguita de Getafe   ,CALLE,La Cieguita de Getafe,,,,28907,PARQUE DE BOMBEROS DE GETAFE INSTALADO EN VEHICULO DE INTERVENCION,437093,4462918,24H,2018-195
Otros,Publica,065,Getafe,CALLE La Cieguita de Getafe 0  ,CALLE,La Cieguita de Getafe,0,,,28907,PARQUE DE BOMBEROS DE GETAFE INSTALADO EN VEHICULO DE INTERVENCION,437093,4462918,24H,2018-196
Otros,Publica,065,Getafe,CALLE La Cieguita de Getafe   ,CALLE,La Cieguita de Getafe,,,,28907,PARQUE DE BOMBEROS DE GETAFE INSTALADO EN VEHICULO DE INTERVENCION,437093,4462918,24H,2018-197
Otros,Publica,127,Las Rozas de Madrid,CTRA de la Coruna KM21.8  ,CTRA,Coruna,KM21.8,,,,PARQUE DE BOMBEROS DE LAS ROZAS INSTALADO EN VEHICULO DE INTERVENCION,425080,4485924,24H,2018-198
Otros,Publica,901,Lozoyuela-Navas-Sieteiglesias,CALLE PARQUE DE BOMBEROS DE LOZOYUELA km68  ,CALLE,PARQUE DE BOMBEROS DE LOZOYUELA,km68,,,,INSTALADO EN VEHICULO DE INTERVENCION,447213,4531609,,2018-200
Otros,Publica,901,Lozoyuela-Navas-Sieteiglesias,CALLE PARQUE DE BMBEROS DE LOZOYUELA KM68  ,CALLE,PARQUE DE BMBEROS DE LOZOYUELA,KM68,,,,INSTALADO EN VEHICULO DE INTERVENCION,447213,4531609,24H,2018-202
Otros,Publica,093,Navacerrada,CTRA de la Barranca   ,CTRA,Barranca,,,,28491,PARQUE DE BOMBEROS DE NAVACERRADA INSTALADO EN VEHICULO DE INTERVENCION,415202,4510426,24H,2018-203
Otros,Publica,181,Villaviciosa de Odon,CALLE Camino Pinares Llanos   ,CALLE,Camino Pinares Llanos,,,,28670,POLIGONO PINARES LLANOS. PARCELA 1.PARQUE DE BOMBEROS VILLAVICIOS DE ODON. INSTALADO EN VEHICULO DE INTERVENCION,422959,4466988,24H,2018-229
Centro educativo,Publica,079,Madrid,CALLE del Madre Rosa Blanco 3  ,CALLE,Madre Rosa Blanco,3,,,28041,COLEGIO CIUDAD DE JAEN VESTIBULO,440504,4469336,9-16 DIAS LECTIVOS,2018-292
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Bailen s/n  ,CALLE,Bailen,s/n,,,,"JUNTO A CONTROL DE SEGURIDAD DENOMINADO ""CONTROL DE CACERES"" CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL",439411,4474483,,2018-311
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PLAZA de la Encarnacion 1  ,PLAZA,Encarnacion,1,,,28013,"EN LA SALA DE ENTRADA, A LA DERECHA CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL",469644,4474590,,2018-312
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PLAZA de las Descalzas S/N  ,PLAZA, Descalzas,S/N,,,28013,EN PASILLO DE ACCESO DEL MUSEO A LA IGLESIA CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL,440094,4474430,,2018-313
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Manuel Alonso S/N  ,CALLE,Manuel Alonso,S/N,,,28048,EN TAQUILLAS DE ACCESO AL MUSEO. JUNTO A VITRINAS CONSEJO DE ADMINISTRACION PATRIMONIO NACIONAL,434195,4485837,,2018-314
Centro educativo,Publica,903,Tres Cantos,CALLE de la Salvia 1  ,CALLE,Salvia,1,,,28760,COLEGIO ALDEBARAN. JUNTO A VENTANILLA DE SECRETARIA AYTO. TRES CANTOS,439791,4495013,9-17,2018-321
Centro educativo,Publica,903,Tres Cantos,SECT Islas 26  ,SECT,Islas,26,,,28760,COLEGIO ANTONIO OSUNA. FRENTE A CONSERJERIA AYTO. TRES CANTOS,440551,4493763,9-17,2018-322
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,PLAZA del Ayuntamiento 1  ,PLAZA,Ayuntamiento,1,,,28760,EDIFICIO DEL AYUNTAMIENTO. VESTIBULO DE ENTRADA AYTO. TRES CANTOS,439765,4494499,8-22,2018-323
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,AVDA de los Montes 1  ,AVDA,los Montes,1,,,28790,BASE DE POLICIA LOCAL. VESTIBULO DE ENTRADA AYTO. TRES CANTOS,439184,4495935,24H,2018-324
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,AVDA de los Labradores 26  ,AVDA,los Labradores,26,,,28760,BIBLIOTECA LOPE DE VEGA. VESTIBULO DE ENTRADA AYTO. TRES CANTOS,440669,4494685,8-22,2018-325
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,PLAZA Padre Vallet S/N  ,PLAZA,Padre Vallet,S/N,,,28223,CENTRO DE MAYORES PADRE VALLET AYTO.POZUELO DE ALARCON,460862,4476384,,2018-358
Otros,Publica,181,Villaviciosa de Odon,CALLE Camino Pinares Llanos   ,CALLE,Camino Pinares Llanos,,,,28670,POLIGONO PINARES LLANOS. PARCELA 1. PARQUE DE BOMBEROS DE VILLAVICIOSA DE ODON. INSTALADO EN VEHICULO DE INTERVENCION,422959,4466988,24H,2018-230
Establecimiento dependiente de una Administracion Publica,Publica,123,Rivas-Vaciamadrid,AVDA Parque de Asturias s/n BAJA ,AVDA,Parque de Asturias,s/n,BAJA,,28523,CENTRO DE MAYORES EL PARQUE. A LA ENTRADA AYTO. RIVAS VACIAMADRID,453237,4468267,10-14 V 17-18.30,2018-272
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Atocha 106 S ,CALLE,Atocha,106,S,,28012,INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA ,441051,4473505,9-14,2018-305
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,CALLE Volturno 2  ,CALLE,Volturno,2,,,28223,AYTO. POZUELO DE ALARCON BIBLIOTECA VOLTURNO,432315,4473333,,2018-361
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,CALLE San Rafael 2  ,CALLE,San Rafael,2,,,28224,ESPACIO JOVEN CUBO AYTO. POZUELO DE ALARCON,432066,4477517,,2018-364
Establecimiento dependiente de una Administracion Publica,Publica,115,Pozuelo de Alarcon,AVDA Juan XXIII 10  ,AVDA,Juan XXIII,10,,,28224,CONCEJALIA DE FAMILIA AYTO. POZUELO DE ALARCON,431360,4477470,,2018-365
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CALLE de Darwin 3 BAJA ,CALLE,Darwin,3,BAJA,,28049,CSIC. CENTRO NACIONAL DE BIOTECNOLOGIA.  HALL DE ENTRADA CANTOBLANCO. CAMPUS UNIVERSIDAD AUTONOMA,441557,4488425,24H,2018-382
Otros,Publica,093,Navacerrada,CTRA de la Barranca   ,CTRA,Barranca,,,,28491,PARQUE DE BOMBEROS DE NAVACERRADA INSTALADO EN VEHICULO DE INTERVENCION,415202,4510426,24H,2018-204
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CALLE del Conde Duque 9-11  ,CALLE,Conde Duque,9-11,,,28015,"CENTRO CULTURAL CONDE DUQUE. HALL PUERTA PRINCIPAL MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA",439724,4475437,24H,2018-415
Otros,Publica,079,Madrid,CALLE del Cenicero 8  ,CALLE,Cenicero,8,,,28014,"MEDIALAB PRADO. ENTRADA PRINCIPAL MADRID DESTINO CULTURA, TURISMO Y NEGOCIO SA",441169,4473538,24H,2018-417
Otros,Publica,079,Madrid,PLAZA de Colon 4  ,PLAZA,Colon,4,,,28046,"TEATRO FERNAN GOMEZ, CENTRO CULTURAL DE LA VILLA. VESTIBULO SALA DE EXPOSICIONES. MADRID DESTINO CULTURA TURISMO Y NEGOCIO SA",441492,4475163,,2018-422
Centro educativo,Publica,180,Villarejo de Salvanes,CALLE del Viso 15  ,CALLE,Viso,15,,,28590,VESTIBULO DE ENTRADA PRINCIPAL DEL COLEGIO CEIP NUESTRA SENORA DE LAS VICTORIAS,475965,4446390,,2018-426
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Alcala 47 BAJA ,CALLE,Alcala,47,BAJA,,28014,ENTRADA PRINCIPAL COMISION NACIONAL DE MERCADOS Y COMPETENCIA,440979,4474519,7-22,2018-437
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE del Marques de la Ensenada 8 BAKA ,CALLE,Marques de la Ensenada,8,BAKA,,28004,CONSEJO GENERAL DEL PODER JUDICIAL ,441224,4475066,,2018-439
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Trafalgar 27 3ª ,CALLE,Trafalgar,27,3ª,,28010,CONSEJO GENERAL DEL PODER JUDICIAL ,440493,4476120,,2018-440
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Barquillo 5 BAJA ,CALLE,Barquillo,5,BAJA,,28004,ENTRADA PRINCIPAL COMISION NACIONAL DE MERCADOS Y LA COMPETENCIA,440979,4474543,7-22,2018-442
Establecimiento dependiente de una Administracion Publica,Publica,123,Rivas-Vaciamadrid,CALLE CASA DE LAS ASOCIACIONES. EN EL VESTIBULO AL LADO DE CONSERJERIA s/n BAJA ,CALLE,CASA DE LAS ASOCIACIONES. EN EL VESTIBULO AL LADO DE CONSERJERIA,s/n,BAJA,,,AYTO. RIVASA VACIAMADRID,453269,4468863,L-V 10-15 Y 16-20,2018-267
Establecimiento dependiente de una Administracion Publica,Publica,123,Rivas-Vaciamadrid,CALLE de la Fundicion 1 BAJA ,CALLE,Fundicion,1,BAJA,,28523,NAVE MUNICIPAL. EN LA ANTIGUA SALA DE ENCARGADO AYTO. RIVAS VACIAMADRID,453798,4467361,L A V 7.30-14.30,2018-268
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Bailen s/n  ,CALLE,Bailen,s/n,,,,"EN EL ACCESO AL PALACIO REAL DENOMINADO ""ARCO DE SANTIAGO"" CONSEJO DE ADMINISTRACION DEL PATRIMONIO NACIONAL",439411,4474483,,2018-310
